135715, 1236
161914, 1004
354373, 867
376831, 819
379023, 819
379023, 819
379023, 819
394493, 827
407600, 1052
419900, 892
628906, 984
628972, 911
670057, 1521
707728, 977
726440, 835
749939, 1261
763180, 1165
767867, 1060
800999, 1550
801077, 931
802636, 1564
802814, 1306
802815, 1309
803031, 1087
803097, 971
803162, 905
803164, 900
803218, 826
804263, 830
804425, 1700
805075, 1005
805085, 1040
805155, 866
